PPH1	PPH2	PPH3	PPH4
ENSG00000270921.1	0.921815765427563	3.05496036315104e-08	0.016985171019932	0.0611973809732364
ENSG00000230724.9	0.909673835703147	1.13814582819541e-08	0.0207288356481077	0.0695968194694448
ENSG00000188076.2	0.858331478850771	7.03937807887462e-09	0.028755155769875	0.112913149038834
ENSG00000177951.17	0.895881535355758	8.17168806806329e-09	0.0334409281405252	0.0706773098744417
ENSG00000177963.14	0.908873461261122	8.14350861020885e-09	0.0333382551203647	0.0577880538493823
ENSG00000142082.14	0.892648553969884	1.01799780239302e-08	0.0416818134170887	0.0656694047638134
ENSG00000185627.17	0.894839237975892	9.84273814410641e-09	0.0402996212723387	0.0648609127056048
ENSG00000277290.1	0.896225883165908	1.06878849680037e-08	0.0437703754166312	0.0600035121880204
ENSG00000174885.12	0.881737260558514	1.29404958209827e-08	0.0530029422718368	0.0652595692206
ENSG00000255026.1	0.886919678411026	1.33350350501715e-08	0.05462773133663	0.0584523606450413
ENSG00000142102.15	0.892596559689581	1.18796557697439e-08	0.0486590158439723	0.0587441949302349
ENSG00000206013.2	0.884594765382722	1.16621114621081e-08	0.0477579767729443	0.0676470304768759
ENSG00000185201.16	0.890860938610106	1.11455731400908e-08	0.0456438359441126	0.0634949970668761
ENSG00000254910.1	0.861010955658753	2.00153719858196e-08	0.0820248832532083	0.05696393111815
ENSG00000185885.15	0.890004327072992	1.21968493062193e-08	0.0499585148918886	0.0600369288138214
ENSG00000251661.3	0.891389270509938	1.112403585693e-08	0.0455559532792793	0.0630545477245842
ENSG00000142089.15	0.873486169180041	1.18151711195554e-08	0.0483751739009887	0.0781384321072448
ENSG00000270105.1	0.866312176459667	1.07939071291267e-08	0.0441756576529263	0.0895119438462996
ENSG00000270030.1	0.889155154392416	1.21429355692274e-08	0.0497363465295531	0.0611082701177145
ENSG00000255328.1	0.883586308945119	1.35277586647883e-08	0.0554155338222654	0.0609979282454179
ENSG00000270972.1	0.877689557724742	1.31179073857097e-08	0.0537271730485225	0.0685830420872922
ENSG00000182272.11	0.835619707826234	1.21483848021035e-08	0.0497051268293757	0.114674949433056
ENSG00000184363.9	0.89257055007902	1.17433109667159e-08	0.0480992881983215	0.0593299323291347
ENSG00000185187.12	0.887106452793048	1.28290946898122e-08	0.0525510101360113	0.0603423079240334
ENSG00000185101.12	0.855923532935626	1.10888119036909e-08	0.0453758561036874	0.0987003911579078
ENSG00000174915.11	0.813010816173712	1.17842448432286e-08	0.0481876842281605	0.138801289564032
ENSG00000255237.1	0.895254793932729	1.08836829942312e-08	0.0445731632534452	0.0601718136253856
ENSG00000023191.16	0.885521913181157	1.13316504892208e-08	0.0464023475438973	0.0680755120118663
ENSG00000174775.16	0.85734843082533	1.32327666754697e-08	0.0541783141572065	0.0884730327232738
ENSG00000161328.10	0.85332520845344	1.34708107644008e-08	0.0551514687050025	0.0915231012903718
ENSG00000254815.5	0.887382409018729	1.29253881288413e-08	0.0529465753099551	0.0596707863608241
ENSG00000099849.14	0.890782923750875	1.18039003430112e-08	0.0483462209241524	0.0608706263067643
ENSG00000185522.8	0.61281056349071	1.26397376098173e-08	0.0514991201942253	0.335690154243609
ENSG00000199038.1	0.872996697345589	1.27253021387456e-08	0.0521108131162551	0.074892263935656
ENSG00000247095.2	0.868661758165076	1.19302252095075e-08	0.0488426469252304	0.0824953711593304
ENSG00000070047.11	0.887254132309123	1.16816391650379e-08	0.0478408009101367	0.0649048387452775
ENSG00000185507.19	0.88016167090319	1.08876697573179e-08	0.044574420862073	0.0752636827227161
ENSG00000099834.18	0.891061034083262	1.22586004303771e-08	0.0502130638266823	0.058725672549332
ENSG00000069696.6	0.888666136519906	1.22809703343931e-08	0.0503024960033952	0.0610311384975923
ENSG00000177106.14	0.888863361351939	1.24396436311296e-08	0.0509540545166586	0.0601823549455293
ENSG00000177042.14	0.891449219085854	1.18924064909523e-08	0.0487102096443712	0.0598403420005877
ENSG00000177030.16	0.755704381313908	1.67665920569075e-08	0.0685830820546456	0.175712335588978
ENSG00000177156.10	0.877006932439059	1.11683101678902e-08	0.0457233045986498	0.0772695379389009
ENSG00000177225.16	0.8544478350871	1.15644885114897e-08	0.0473270530112962	0.0982248919829927
ENSG00000255284.1	0.867221753229168	1.22489186332249e-08	0.050149456459752	0.0826285665931626
ENSG00000279672.1	0.705085365139811	1.8231800095803e-08	0.0745471579143054	0.220367286781478
ENSG00000255142.1	0.883847065043408	1.32567601868895e-08	0.0543033337773544	0.0618493723994548
ENSG00000184524.5	0.8903298566427	1.24158516261299e-08	0.0508578552189764	0.0588120586186434
ENSG00000177542.10	0.896795084510105	1.08920148022108e-08	0.044608907536466	0.0585957783810623
ENSG00000274897.2	0.845876690452056	1.04727028964982e-08	0.0428366437400976	0.111286449071064
ENSG00000177595.17	0.850046015288477	1.18905927161378e-08	0.0486613193578132	0.101292446182363
