PPH1	PPH2	PPH3	PPH4
ENSG00000177697	0.00191403597521165	0.00731132721375722	1.39219286362183e-05	0.000205648710651713
ENSG00000130598	0.00191625997387585	0.00618550376515725	1.17717332447104e-05	0.000180430885926058
ENSG00000070047	0.0019116721485983	0.00850898085916675	1.62103851706311e-05	0.000231401897074167
ENSG00000117983	0.00191582823523839	0.00640289476923044	1.2185734073703e-05	0.000186491713971394
ENSG00000174915	0.00191092912583989	0.00889979977185623	1.69718662011425e-05	0.000225094893961178
ENSG00000142082	0.00190996980154473	0.00938507207725393	1.78983195617161e-05	0.000236326556689497
ENSG00000185627	0.00191522039946413	0.00671801198510869	1.27951814015115e-05	0.000185941062579378
ENSG00000185507	0.00191524223948501	0.00670221842139101	1.27601596531608e-05	0.000190445124266566
ENSG00000177030	0.00191325519184325	0.00764720626921684	1.45025497225817e-05	0.00027404211871155
ENSG00000185885	0.0019145476360712	0.0070609880436455	1.34527005272367e-05	0.000191149873033321
ENSG00000174775	0.001914669813382	0.00699233052306124	1.33145904922272e-05	0.000196593922218284
ENSG00000184363	0.00191632123317225	0.00613614305035268	1.16586446805665e-05	0.000198140417520801
ENSG00000177830	0.0019140416186592	0.0073134433085224	1.39310690220377e-05	0.000200597225738346
ENSG00000214063	0.00191599158335304	0.00632250983293964	1.20345707985097e-05	0.000182328278737272
ENSG00000185201	0.00191565305125932	0.00649553106699866	1.23667145133632e-05	0.000184511122572137
ENSG00000099849	0.00191415770124077	0.00725384740179829	1.38163934184751e-05	0.000200116475716187
ENSG00000177685	0.00191339109993257	0.00764402625744342	1.45637575128847e-05	0.000206689635252377
ENSG00000177106	0.00191456945560157	0.00704007448318565	1.34026398188909e-05	0.00020079959519875
ENSG00000183020	0.00191572695407542	0.00644372871928032	1.22530217170269e-05	0.000198106952551458
ENSG00000142102	0.00191550995358088	0.0065653415529183	1.24973502348523e-05	0.000188769246019487
ENSG00000177700	0.00191451222063616	0.00706858630703527	1.34566210613482e-05	0.000201911359108078
ENSG00000117984	0.00191610315375142	0.00626702805273589	1.19296290609043e-05	0.000180063333034075
ENSG00000177963	0.00191565692843237	0.00649021252650115	1.23531158294758e-05	0.000187832863566089
ENSG00000177600	0.00191361846114801	0.00752369426555313	1.43285661851009e-05	0.000209365104693211
ENSG00000023191	0.00191582017460755	0.00640782291185197	1.21960154685056e-05	0.000185732901598281
ENSG00000142089	0.00191638850434187	0.00610045112307506	1.15887974424844e-05	0.00019902063381175
ENSG00000149043	0.00191682605831497	0.00589996083270784	1.12274223478026e-05	0.000172991088863993
ENSG00000177951	0.00191572979325569	0.00645330864406086	1.22826145684408e-05	0.000187025258463259
ENSG00000177042	0.00191550444736982	0.00656136864696592	1.24828309282094e-05	0.00019561176095366
ENSG00000177666	0.00191485317478057	0.00689942605018317	1.313706731272e-05	0.000194599062376186
ENSG00000130592	0.00191625319338742	0.00617128282876025	1.17264722968299e-05	0.000198212913356131
ENSG00000185187	0.00191673569793244	0.00594236843056364	1.13049973254975e-05	0.000177359731155791
ENSG00000078902	0.00191612556817544	0.00625436409118384	1.19040915267644e-05	0.000181130467872508
ENSG00000177156	0.00191564081099218	0.00649927191878317	1.23713415452259e-05	0.000187112487330682
ENSG00000214026	0.00191585196020971	0.00638875485001179	1.21565445042491e-05	0.000188358911358003
ENSG00000182208	0.00191624944556499	0.00618339730897226	1.17600857074035e-05	0.000188008146823306
ENSG00000177225	0.00191610751117806	0.00625544483507256	1.18978914329886e-05	0.000189418868248975
