PPH1	PPH2	PPH3	PPH4
ENSG00000230724.9	0.881035071407168	0.000801902675650414	0.0191642764641191	0.0622524191407614
ENSG00000177951.17	0.890061872080319	0.000382448505731604	0.0302695073451351	0.0680656689379973
ENSG00000177963.14	0.891210956401741	0.000352156574622226	0.0278653412753532	0.0693365567658303
ENSG00000142082.14	0.825928160229284	0.000414202739215291	0.0327270278441938	0.130518946121127
ENSG00000185627.17	0.893435975271456	0.000418178937481857	0.0331111955140451	0.0617719826581432
ENSG00000277290.1	0.870492701266309	0.000485416020114189	0.0384273999794767	0.0796211305919195
ENSG00000174885.12	0.809129357075081	0.000758805812046354	0.0600754289705347	0.119836734602339
ENSG00000255026.1	0.82002065791381	0.000478177216909221	0.0378019326154758	0.131362265817424
ENSG00000142102.15	0.652120835491341	0.000397306253777993	0.0312098350115078	0.308051558156446
ENSG00000206013.2	0.878892019178797	0.000508281603415964	0.0402521757093327	0.0692684400539378
ENSG00000185201.16	0.782067508499173	0.00046968532224017	0.0370891266824319	0.170515140557749
ENSG00000254910.1	0.882238837309954	0.000516820327400391	0.0409336226808354	0.0651894471112548
ENSG00000185885.15	0.86510478464662	0.000589687276687399	0.0467025727830275	0.0766976701200016
ENSG00000251661.3	0.801316563761903	0.00057627959246672	0.0455732202393551	0.142432748900101
ENSG00000142089.15	0.831247307908352	0.000557216697464948	0.0440897864072542	0.113627202330212
ENSG00000270030.1	0.880476475459903	0.000502972026655069	0.0398321516741799	0.068089344142316
ENSG00000255328.1	0.869121829260362	0.000526787622975207	0.0417118235492649	0.0776836365775464
ENSG00000270972.1	0.883401304816908	0.000528519850826124	0.0418638526000394	0.0630703963996142
ENSG00000182272.11	0.865916759913034	0.000594221602220683	0.0470634636869389	0.0755100340758117
ENSG00000184363.9	0.877428919914955	0.000532528208723904	0.0421760999939872	0.0688018118753537
ENSG00000185187.12	0.878374782561261	0.0005279770861791	0.0418156570287474	0.0682090200191281
ENSG00000243562.3	0.888907680028744	0.000488722168288065	0.0387091256316811	0.060689133909595
ENSG00000185101.12	0.850312439419848	0.000844552864061039	0.0669262911112965	0.0711978998751252
ENSG00000174915.11	0.879747983691807	0.000482902456075191	0.0382377015877788	0.0704415387445279
ENSG00000255237.1	0.889338375154218	0.000472476990044554	0.0374195430517151	0.061558837311965
ENSG00000023191.16	0.884929723825064	0.00049786529701647	0.0394311434615474	0.0639860742325715
ENSG00000254739.1	0.883967750076338	0.000504776131890153	0.0399789533324198	0.0644054536656087
ENSG00000174775.16	0.878211983842904	0.000624987828833387	0.0495190526028793	0.0605734646188619
ENSG00000161328.10	0.889267685043231	0.000491155335648753	0.0389027067926548	0.0601285764375016
ENSG00000254815.5	0.886996013360074	0.000487917358996301	0.0386432785418534	0.0626915504485772
ENSG00000099849.14	0.885425007069989	0.000508049513540067	0.0402403675647705	0.062665139256554
ENSG00000185522.8	0.882259132609968	0.000492265190701911	0.0389837356631534	0.0671433381283654
ENSG00000247095.2	0.880381618126871	0.000490974615908557	0.0388793488650399	0.0691501974420221
ENSG00000070047.11	0.878362584321882	0.000524041203085852	0.0415030987230228	0.0685378662151477
ENSG00000185507.19	0.884094009710749	0.000493808776824056	0.0391081707098469	0.0651593524128311
ENSG00000099834.18	0.88090948774175	0.000459144568488429	0.0363522803598351	0.0711745721931453
ENSG00000070031.3	0.861352625921939	0.00049701547483339	0.039339761426505	0.087952610736849
ENSG00000069696.6	0.868370889131672	0.000527416240492696	0.0417609804939881	0.0783942572993064
ENSG00000255158.1	0.850744114437013	0.000511353913514929	0.0404676146142874	0.0975526587228907
ENSG00000177106.14	0.881454896749233	0.00051593533525834	0.0408625514075257	0.0660552260875738
ENSG00000177042.14	0.715257866979077	0.000452860165968177	0.0356853323138944	0.239587586510261
ENSG00000177030.16	0.866748603451964	0.000485648552612923	0.038442590921635	0.0833971503492046
ENSG00000269915.1	0.887645880582903	0.000480920698847085	0.0380883369839139	0.0625954293872027
ENSG00000177156.10	0.877838044395644	0.000515479342053847	0.0408226751692977	0.0697580037695781
ENSG00000177225.16	0.855610796130897	0.000501597497148051	0.0396977968374268	0.0934042031027206
ENSG00000255284.1	0.826077691701269	0.000532751141401686	0.0421417523353445	0.120834484998209
ENSG00000279672.1	0.821659054911187	0.000600759691082437	0.0475377886457529	0.119844777110572
ENSG00000255142.1	0.852855083029626	0.000570357620356445	0.0451552006892234	0.0906684900292612
ENSG00000184524.5	0.87875344070958	0.000519399271043296	0.0411348820689685	0.0685149413799136
ENSG00000177542.10	0.843390608425768	0.000475284920975479	0.0375959454925342	0.107906599226372
ENSG00000274897.2	0.869976098184323	0.000481283550363531	0.0380992403556259	0.0804766862286956
ENSG00000177595.17	0.772534367309699	0.000533149308491975	0.0421190979774096	0.175075018756238
ENSG00000177600.8	0.872601861621863	0.00054820402920549	0.043416014001986	0.0724341289772288
ENSG00000199785.1	0.877639261766721	0.000517058530261952	0.0409478759978356	0.0698325121837053
ENSG00000177666.16	0.865651157794937	0.000508577618026048	0.0402622608454374	0.0826658311305994
ENSG00000177685.16	0.88091381926894	0.000526524761003087	0.0417029024387139	0.0657521837924614
ENSG00000255108.1	0.589433343914943	0.000464954479536548	0.0365181957921334	0.366153262887515
ENSG00000177697.17	0.82802187062438	0.00122394116280679	0.0970306774006343	0.0632856831762154
ENSG00000177700.5	0.872951499927165	0.000565243254011593	0.0447694422691176	0.0707096157307474
ENSG00000214063.10	0.854949903394065	0.000726689065250433	0.0575715033864618	0.0759746287638004
ENSG00000250397.2	0.872592746531217	0.000493539342267119	0.0390751171822167	0.0768389204770369
ENSG00000177830.17	0.879540940020499	0.000502640659436419	0.0398048897399468	0.0690642659987999
ENSG00000183020.13	0.856096262574762	0.000505090041884788	0.0399756296436264	0.0926312916446054
ENSG00000184956.15	0.76405950982926	0.00203307762862807	0.161218849503819	0.0630570282320893
ENSG00000254872.3	0.863017356114662	0.000833407414376185	0.0660541160800573	0.0592161487966189
ENSG00000215182.8	0.802872083890763	0.000571861893980265	0.0452239903532773	0.141211267874961
ENSG00000117983.17	0.264085585584092	0.00878109329310907	0.696567643810293	0.0272366833314773
ENSG00000078902.15	0.683865934823552	0.000768285293205654	0.0607012190340147	0.246043925323727
ENSG00000255153.1	0.880387039691359	0.000585927159340887	0.0464194746759668	0.0615096291803483
ENSG00000174672.15	0.876607122213259	0.000517175750091505	0.0409561381523678	0.0708692832446878
ENSG00000182208.13	0.856189171960218	0.000500881652959983	0.0396415383644608	0.0928755107357706
ENSG00000233930.3	0.852232812872339	0.000616698468370179	0.0488344668370184	0.0875729973659668
ENSG00000184545.10	0.881184753917786	0.000488910116949051	0.0387162224063835	0.0685021284885141
ENSG00000205869.2	0.842451736810185	0.000545955679045765	0.0432069132137849	0.103175667533231
ENSG00000244242.1	0.87593900518408	0.000574130838729676	0.0454782278402955	0.0669667776062326
ENSG00000235027.1	0.883648285781998	0.000537508452081374	0.0425778819808952	0.0620972840748149
ENSG00000229512.1	0.888964891417146	0.000491997697423168	0.0389692912811192	0.0603677601507873
ENSG00000117984.13	0.866535336949442	0.000549967104684156	0.0435498695433127	0.0784415080598589
ENSG00000149043.16	0.877089337255769	0.000523132371789264	0.04142963842726	0.0699015326285928
ENSG00000130598.15	0.874952040012712	0.000545374113909811	0.0431936744374024	0.0702794943307223
ENSG00000130592.15	0.836356833433641	0.000454928747481277	0.03597234529617	0.116672996520507
ENSG00000283787.1	0.879478822936055	0.000550598107542552	0.0436130968418338	0.0652710015650089
ENSG00000229671.1	0.871210925847305	0.000541128088068077	0.0428527081944132	0.0744129802739195
ENSG00000130595.17	0.877532145205833	0.000509343047652101	0.0403350859178696	0.0705614845905848
ENSG00000214026.10	0.880220404457156	0.00050246508596498	0.0397916362819722	0.0683896654422017
ENSG00000226416.1	0.83318795243061	0.00058128834596523	0.046003267585094	0.109724541723161
ENSG00000130600.17	0.887431640809945	0.000492036095569973	0.0389707863207282	0.0619188050772974
ENSG00000099869.7	0.876585908190797	0.000345777264696734	0.0190481036584662	0.0881810089262995
ENSG00000167244.18	0.890332061719203	0.000371041024036071	0.0195616974070998	0.0729103299904883
ENSG00000254647.6	0.0192471650001366	0.0157124858890378	0.000312388326230084	0.00161520835772081
ENSG00000180176.14	0.0173843014342447	0.0137840019188024	0.000246273907392948	0.00150932897446386
